"","Site","Time","BP","NO","NO2","NOX","O3","PM10","PM2.5","SOLR","TMP","WDIR","WSPD","TimeHours","TimeHoursNum","Date","Year","Month","Week","Day","lag.1.BP","lag.1.NO","lag.1.NO2","lag.1.NOX","lag.1.O3","lag.1.PM10","lag.1.PM2.5","lag.1.SOLR","lag.1.TMP","lag.1.WDIR","lag.1.WSPD","lag.2.BP","lag.2.NO","lag.2.NO2","lag.2.NOX","lag.2.O3","lag.2.PM10","lag.2.PM2.5","lag.2.SOLR","lag.2.TMP","lag.2.WDIR","lag.2.WSPD","lag.3.BP","lag.3.NO","lag.3.NO2","lag.3.NOX","lag.3.O3","lag.3.PM10","lag.3.PM2.5","lag.3.SOLR","lag.3.TMP","lag.3.WDIR","lag.3.WSPD"
"305","GR4","29/04/2010 09:00",1012,3.7,43,48.8,43.9,48.6,32,289,19,190,0.9,"09:00",9,2010-04-29,2010,4,17,"Thursday",1013,7.5,40.6,52.1,54.9,54.4,40,202,17,191,0.7,1013,13.4,57.9,78.4,34.4,50.4,39,119,14,144,0.5,1014,6.9,49.2,59.8,36.4,42.8,33,71,13,117,0.3
"306","GR4","29/04/2010 10:00",1012,9,34.9,48.8,67.4,49.7,34,354,19,194,1,"10:00",10,2010-04-29,2010,4,17,"Thursday",1012,3.7,43,48.8,43.9,48.6,32,289,19,190,0.9,1013,7.5,40.6,52.1,54.9,54.4,40,202,17,191,0.7,1013,13.4,57.9,78.4,34.4,50.4,39,119,14,144,0.5
"307","GR4","29/04/2010 11:00",1011,6.9,33,43.5,61.9,32.8,22,403,19,216,1.8,"11:00",11,2010-04-29,2010,4,17,"Thursday",1012,9,34.9,48.8,67.4,49.7,34,354,19,194,1,1012,3.7,43,48.8,43.9,48.6,32,289,19,190,0.9,1013,7.5,40.6,52.1,54.9,54.4,40,202,17,191,0.7
"308","GR4","29/04/2010 12:00",1011,4.4,24.4,31.1,62.4,26.2,16,483,20,172,1.4,"12:00",12,2010-04-29,2010,4,17,"Thursday",1011,6.9,33,43.5,61.9,32.8,22,403,19,216,1.8,1012,9,34.9,48.8,67.4,49.7,34,354,19,194,1,1012,3.7,43,48.8,43.9,48.6,32,289,19,190,0.9
"309","GR4","29/04/2010 13:00",1010,6.7,26.8,37,52.4,27.8,18,566,20,151,1.4,"13:00",13,2010-04-29,2010,4,17,"Thursday",1011,4.4,24.4,31.1,62.4,26.2,16,483,20,172,1.4,1011,6.9,33,43.5,61.9,32.8,22,403,19,216,1.8,1012,9,34.9,48.8,67.4,49.7,34,354,19,194,1
"310","GR4","29/04/2010 14:00",1010,5.3,35.9,44,33.9,23.7,10,498,20,153,1.3,"14:00",14,2010-04-29,2010,4,17,"Thursday",1010,6.7,26.8,37,52.4,27.8,18,566,20,151,1.4,1011,4.4,24.4,31.1,62.4,26.2,16,483,20,172,1.4,1011,6.9,33,43.5,61.9,32.8,22,403,19,216,1.8
"311","GR4","29/04/2010 15:00",1009,3.1,43.5,48.3,24.9,27.1,20,378,20,158,1.2,"15:00",15,2010-04-29,2010,4,17,"Thursday",1010,5.3,35.9,44,33.9,23.7,10,498,20,153,1.3,1010,6.7,26.8,37,52.4,27.8,18,566,20,151,1.4,1011,4.4,24.4,31.1,62.4,26.2,16,483,20,172,1.4
"312","GR4","29/04/2010 16:00",1008,5.3,49.2,57.4,21,39.7,25,204,20,185,1.1,"16:00",16,2010-04-29,2010,4,17,"Thursday",1009,3.1,43.5,48.3,24.9,27.1,20,378,20,158,1.2,1010,5.3,35.9,44,33.9,23.7,10,498,20,153,1.3,1010,6.7,26.8,37,52.4,27.8,18,566,20,151,1.4
"313","GR4","30/04/2010 09:00",1002,5,13.9,21.5,65.4,14.2,7,105,16,271,0.7,"09:00",9,2010-04-30,2010,4,17,"Friday",1003,8.7,21.5,34.9,48.9,23.6,16,201,16,253,1.2,1003,7.2,26.8,37.8,36.4,22.5,16,130,14,268,1.3,1003,6.9,28.2,38.7,31.4,22.7,17,81,13,216,0.6
"314","GR4","30/04/2010 10:00",1002,3.7,12,17.7,72.8,21.8,16,415,17,225,0.9,"10:00",10,2010-04-30,2010,4,17,"Friday",1002,5,13.9,21.5,65.4,14.2,7,105,16,271,0.7,1003,8.7,21.5,34.9,48.9,23.6,16,201,16,253,1.2,1003,7.2,26.8,37.8,36.4,22.5,16,130,14,268,1.3
"315","GR4","30/04/2010 11:00",1001,3.7,10.5,16.3,80.3,23.1,15,402,19,238,1,"11:00",11,2010-04-30,2010,4,17,"Friday",1002,3.7,12,17.7,72.8,21.8,16,415,17,225,0.9,1002,5,13.9,21.5,65.4,14.2,7,105,16,271,0.7,1003,8.7,21.5,34.9,48.9,23.6,16,201,16,253,1.2
"316","GR4","30/04/2010 12:00",1001,3.4,11.5,16.7,75.8,13.2,9,408,19,245,1.2,"12:00",12,2010-04-30,2010,4,17,"Friday",1001,3.7,10.5,16.3,80.3,23.1,15,402,19,238,1,1002,3.7,12,17.7,72.8,21.8,16,415,17,225,0.9,1002,5,13.9,21.5,65.4,14.2,7,105,16,271,0.7
"317","GR4","30/04/2010 13:00",1001,3.4,10.5,15.8,75.3,20.5,14,248,19,283,1.4,"13:00",13,2010-04-30,2010,4,17,"Friday",1001,3.4,11.5,16.7,75.8,13.2,9,408,19,245,1.2,1001,3.7,10.5,16.3,80.3,23.1,15,402,19,238,1,1002,3.7,12,17.7,72.8,21.8,16,415,17,225,0.9
"318","GR4","30/04/2010 14:00",1000,2.2,8.1,11.5,79.3,20.4,16,186,19,265,1.2,"14:00",14,2010-04-30,2010,4,17,"Friday",1001,3.4,10.5,15.8,75.3,20.5,14,248,19,283,1.4,1001,3.4,11.5,16.7,75.8,13.2,9,408,19,245,1.2,1001,3.7,10.5,16.3,80.3,23.1,15,402,19,238,1
"319","GR4","30/04/2010 15:00",999,1.9,11,13.9,82.3,24.5,14,61,18,192,0.8,"15:00",15,2010-04-30,2010,4,17,"Friday",1000,2.2,8.1,11.5,79.3,20.4,16,186,19,265,1.2,1001,3.4,10.5,15.8,75.3,20.5,14,248,19,283,1.4,1001,3.4,11.5,16.7,75.8,13.2,9,408,19,245,1.2
"320","GR4","30/04/2010 16:00",999,1.9,9.1,12,84.3,17.2,10,39,17,48,0.3,"16:00",16,2010-04-30,2010,4,17,"Friday",999,1.9,11,13.9,82.3,24.5,14,61,18,192,0.8,1000,2.2,8.1,11.5,79.3,20.4,16,186,19,265,1.2,1001,3.4,10.5,15.8,75.3,20.5,14,248,19,283,1.4
"321","GR4","07/06/2010 09:00",1002,5.9,14.3,23.4,50.9,17.4,15,327,19,232,1.7,"09:00",9,2010-06-07,2010,6,23,"Monday",1002,7.2,20.6,31.6,40.4,18.2,13,193,18,240,1.1,1003,8.4,26.8,39.7,31.9,20.2,16,146,17,205,0.9,1003,6.2,26.8,36.3,26.9,19.5,10,91,16,216,0.7
"322","GR4","07/06/2010 10:00",1002,2.2,13.9,17.2,56.4,22.2,14,519,20,252,1.7,"10:00",10,2010-06-07,2010,6,23,"Monday",1002,5.9,14.3,23.4,50.9,17.4,15,327,19,232,1.7,1002,7.2,20.6,31.6,40.4,18.2,13,193,18,240,1.1,1003,8.4,26.8,39.7,31.9,20.2,16,146,17,205,0.9
"323","GR4","07/06/2010 11:00",1002,3.1,14.3,19.1,57.9,13.4,10,324,20,240,1.9,"11:00",11,2010-06-07,2010,6,23,"Monday",1002,2.2,13.9,17.2,56.4,22.2,14,519,20,252,1.7,1002,5.9,14.3,23.4,50.9,17.4,15,327,19,232,1.7,1002,7.2,20.6,31.6,40.4,18.2,13,193,18,240,1.1
"324","GR4","07/06/2010 12:00",1002,1.9,11,13.9,68.4,15.2,9,224,20,255,1.6,"12:00",12,2010-06-07,2010,6,23,"Monday",1002,3.1,14.3,19.1,57.9,13.4,10,324,20,240,1.9,1002,2.2,13.9,17.2,56.4,22.2,14,519,20,252,1.7,1002,5.9,14.3,23.4,50.9,17.4,15,327,19,232,1.7
"325","GR4","07/06/2010 13:00",1002,5.9,12.4,21.5,71.8,17.7,16,191,20,255,1.3,"13:00",13,2010-06-07,2010,6,23,"Monday",1002,1.9,11,13.9,68.4,15.2,9,224,20,255,1.6,1002,3.1,14.3,19.1,57.9,13.4,10,324,20,240,1.9,1002,2.2,13.9,17.2,56.4,22.2,14,519,20,252,1.7
"326","GR4","07/06/2010 14:00",1001,1.6,12.9,15.3,72.8,22.8,15,305,21,252,1.3,"14:00",14,2010-06-07,2010,6,23,"Monday",1002,5.9,12.4,21.5,71.8,17.7,16,191,20,255,1.3,1002,1.9,11,13.9,68.4,15.2,9,224,20,255,1.6,1002,3.1,14.3,19.1,57.9,13.4,10,324,20,240,1.9
"327","GR4","07/06/2010 15:00",1001,1.6,11,13.4,68.4,30.4,17,134,21,244,1.5,"15:00",15,2010-06-07,2010,6,23,"Monday",1001,1.6,12.9,15.3,72.8,22.8,15,305,21,252,1.3,1002,5.9,12.4,21.5,71.8,17.7,16,191,20,255,1.3,1002,1.9,11,13.9,68.4,15.2,9,224,20,255,1.6
"328","GR4","07/06/2010 16:00",1001,1.6,11.5,13.9,58.9,23.7,11,161,21,260,1.7,"16:00",16,2010-06-07,2010,6,23,"Monday",1001,1.6,11,13.4,68.4,30.4,17,134,21,244,1.5,1001,1.6,12.9,15.3,72.8,22.8,15,305,21,252,1.3,1002,5.9,12.4,21.5,71.8,17.7,16,191,20,255,1.3
"329","GR4","08/06/2010 09:00",1003,8.1,11,23.4,43.4,15.9,11,375,17,215,1.9,"09:00",9,2010-06-08,2010,6,23,"Tuesday",1004,6.2,18.2,27.7,29.4,19.8,17,216,16,217,1.6,1004,10.9,27.7,44.5,18.5,22.9,18,141,15,216,1.4,1004,6.5,28.7,38.7,19.5,20.5,19,95,14,242,1.2
"330","GR4","08/06/2010 10:00",1003,2.5,6.7,10.5,50.4,17.3,7,304,18,186,1.8,"10:00",10,2010-06-08,2010,6,23,"Tuesday",1003,8.1,11,23.4,43.4,15.9,11,375,17,215,1.9,1004,6.2,18.2,27.7,29.4,19.8,17,216,16,217,1.6,1004,10.9,27.7,44.5,18.5,22.9,18,141,15,216,1.4
"331","GR4","08/06/2010 11:00",1003,3.1,10,14.8,51.4,15.3,8,204,17,218,2,"11:00",11,2010-06-08,2010,6,23,"Tuesday",1003,2.5,6.7,10.5,50.4,17.3,7,304,18,186,1.8,1003,8.1,11,23.4,43.4,15.9,11,375,17,215,1.9,1004,6.2,18.2,27.7,29.4,19.8,17,216,16,217,1.6
"332","GR4","08/06/2010 12:00",1003,3.1,9.6,14.3,50.9,15.1,12,340,18,207,2,"12:00",12,2010-06-08,2010,6,23,"Tuesday",1003,3.1,10,14.8,51.4,15.3,8,204,17,218,2,1003,2.5,6.7,10.5,50.4,17.3,7,304,18,186,1.8,1003,8.1,11,23.4,43.4,15.9,11,375,17,215,1.9
"333","GR4","08/06/2010 13:00",1002,7.2,9.1,20.1,54.9,13.5,9,434,19,215,1.8,"13:00",13,2010-06-08,2010,6,23,"Tuesday",1003,3.1,9.6,14.3,50.9,15.1,12,340,18,207,2,1003,3.1,10,14.8,51.4,15.3,8,204,17,218,2,1003,2.5,6.7,10.5,50.4,17.3,7,304,18,186,1.8
"334","GR4","08/06/2010 14:00",1002,3.1,4.8,9.6,59.9,17.9,16,260,19,192,1.5,"14:00",14,2010-06-08,2010,6,23,"Tuesday",1002,7.2,9.1,20.1,54.9,13.5,9,434,19,215,1.8,1003,3.1,9.6,14.3,50.9,15.1,12,340,18,207,2,1003,3.1,10,14.8,51.4,15.3,8,204,17,218,2
"335","GR4","08/06/2010 15:00",1001,2.5,6.2,10,61.9,20.9,16,153,19,192,1.3,"15:00",15,2010-06-08,2010,6,23,"Tuesday",1002,3.1,4.8,9.6,59.9,17.9,16,260,19,192,1.5,1002,7.2,9.1,20.1,54.9,13.5,9,434,19,215,1.8,1003,3.1,9.6,14.3,50.9,15.1,12,340,18,207,2
"336","GR4","08/06/2010 16:00",1001,1.9,6.2,9.1,67.4,15.4,11,175,18,217,1.5,"16:00",16,2010-06-08,2010,6,23,"Tuesday",1001,2.5,6.2,10,61.9,20.9,16,153,19,192,1.3,1002,3.1,4.8,9.6,59.9,17.9,16,260,19,192,1.5,1002,7.2,9.1,20.1,54.9,13.5,9,434,19,215,1.8
"337","GR4","09/06/2010 09:00",993,4.4,11.5,18.2,57.9,15,12,229,15,169,1,"09:00",9,2010-06-09,2010,6,23,"Wednesday",993,7.2,20.1,31.1,46.4,14.3,14,125,14,142,1.4,994,9.4,20.1,34.4,35.4,21.1,15,94,13,126,1,994,7.5,25.8,37.3,10.5,20.2,18,42,13,116,1.1
"338","GR4","09/06/2010 10:00",993,2.2,7.2,10.5,58.9,16.6,15,313,16,169,1.3,"10:00",10,2010-06-09,2010,6,23,"Wednesday",993,4.4,11.5,18.2,57.9,15,12,229,15,169,1,993,7.2,20.1,31.1,46.4,14.3,14,125,14,142,1.4,994,9.4,20.1,34.4,35.4,21.1,15,94,13,126,1
"339","GR4","09/06/2010 11:00",993,1.9,12,14.8,52.4,19.4,12,354,17,202,1.7,"11:00",11,2010-06-09,2010,6,23,"Wednesday",993,2.2,7.2,10.5,58.9,16.6,15,313,16,169,1.3,993,4.4,11.5,18.2,57.9,15,12,229,15,169,1,993,7.2,20.1,31.1,46.4,14.3,14,125,14,142,1.4
"340","GR4","09/06/2010 12:00",992,7.2,24.4,35.4,35.9,19.2,16,270,16,206,1.9,"12:00",12,2010-06-09,2010,6,23,"Wednesday",993,1.9,12,14.8,52.4,19.4,12,354,17,202,1.7,993,2.2,7.2,10.5,58.9,16.6,15,313,16,169,1.3,993,4.4,11.5,18.2,57.9,15,12,229,15,169,1
"341","GR4","09/06/2010 13:00",992,17.2,38.3,64.5,24.4,27.3,17,658,18,173,2,"13:00",13,2010-06-09,2010,6,23,"Wednesday",992,7.2,24.4,35.4,35.9,19.2,16,270,16,206,1.9,993,1.9,12,14.8,52.4,19.4,12,354,17,202,1.7,993,2.2,7.2,10.5,58.9,16.6,15,313,16,169,1.3
"342","GR4","09/06/2010 14:00",992,6.2,30.6,40.2,41.4,27.2,17,594,19,215,2.6,"14:00",14,2010-06-09,2010,6,23,"Wednesday",992,17.2,38.3,64.5,24.4,27.3,17,658,18,173,2,992,7.2,24.4,35.4,35.9,19.2,16,270,16,206,1.9,993,1.9,12,14.8,52.4,19.4,12,354,17,202,1.7
"343","GR4","09/06/2010 15:00",992,6.2,29.6,39.2,45.9,26.3,17,600,19,215,2.5,"15:00",15,2010-06-09,2010,6,23,"Wednesday",992,6.2,30.6,40.2,41.4,27.2,17,594,19,215,2.6,992,17.2,38.3,64.5,24.4,27.3,17,658,18,173,2,992,7.2,24.4,35.4,35.9,19.2,16,270,16,206,1.9
"344","GR4","09/06/2010 16:00",992,3.7,28.7,34.4,50.9,21.9,19,333,19,203,2.5,"16:00",16,2010-06-09,2010,6,23,"Wednesday",992,6.2,29.6,39.2,45.9,26.3,17,600,19,215,2.5,992,6.2,30.6,40.2,41.4,27.2,17,594,19,215,2.6,992,17.2,38.3,64.5,24.4,27.3,17,658,18,173,2
"345","GR4","10/06/2010 09:00",995,5.6,15.3,23.9,40.9,19.6,18,410,19,124,1.1,"09:00",9,2010-06-10,2010,6,23,"Thursday",995,1.2,13.9,15.8,39.9,33.4,25,234,17,168,0.8,995,1.6,17.2,19.6,32.4,36.3,32,37,13,122,0.1,995,0.6,14.3,15.3,36.9,38.1,34,19,12,128,0
"346","GR4","10/06/2010 10:00",995,1.2,10.5,12.4,47.4,24.7,22,479,20,123,1.3,"10:00",10,2010-06-10,2010,6,23,"Thursday",995,5.6,15.3,23.9,40.9,19.6,18,410,19,124,1.1,995,1.2,13.9,15.8,39.9,33.4,25,234,17,168,0.8,995,1.6,17.2,19.6,32.4,36.3,32,37,13,122,0.1
"347","GR4","10/06/2010 11:00",996,1.2,9.6,11.5,52.9,26.2,18,216,19,116,1.4,"11:00",11,2010-06-10,2010,6,23,"Thursday",995,1.2,10.5,12.4,47.4,24.7,22,479,20,123,1.3,995,5.6,15.3,23.9,40.9,19.6,18,410,19,124,1.1,995,1.2,13.9,15.8,39.9,33.4,25,234,17,168,0.8
"348","GR4","10/06/2010 12:00",996,0.9,8.1,9.6,66.4,21.6,17,202,19,107,1.6,"12:00",12,2010-06-10,2010,6,23,"Thursday",996,1.2,9.6,11.5,52.9,26.2,18,216,19,116,1.4,995,1.2,10.5,12.4,47.4,24.7,22,479,20,123,1.3,995,5.6,15.3,23.9,40.9,19.6,18,410,19,124,1.1
"349","GR4","10/06/2010 13:00",996,5.3,8.6,16.7,78.8,20.6,17,186,18,95,1.4,"13:00",13,2010-06-10,2010,6,23,"Thursday",996,0.9,8.1,9.6,66.4,21.6,17,202,19,107,1.6,996,1.2,9.6,11.5,52.9,26.2,18,216,19,116,1.4,995,1.2,10.5,12.4,47.4,24.7,22,479,20,123,1.3
"350","GR4","10/06/2010 14:00",996,0,12,12,65.9,23.9,23,263,18,111,1.9,"14:00",14,2010-06-10,2010,6,23,"Thursday",996,5.3,8.6,16.7,78.8,20.6,17,186,18,95,1.4,996,0.9,8.1,9.6,66.4,21.6,17,202,19,107,1.6,996,1.2,9.6,11.5,52.9,26.2,18,216,19,116,1.4
"351","GR4","10/06/2010 15:00",996,0.6,9.6,10.5,63.4,24.7,22,316,18,93,1.6,"15:00",15,2010-06-10,2010,6,23,"Thursday",996,0,12,12,65.9,23.9,23,263,18,111,1.9,996,5.3,8.6,16.7,78.8,20.6,17,186,18,95,1.4,996,0.9,8.1,9.6,66.4,21.6,17,202,19,107,1.6
"352","GR4","10/06/2010 16:00",996,0,7.2,7.2,62.9,23.3,18,118,18,104,1.7,"16:00",16,2010-06-10,2010,6,23,"Thursday",996,0.6,9.6,10.5,63.4,24.7,22,316,18,93,1.6,996,0,12,12,65.9,23.9,23,263,18,111,1.9,996,5.3,8.6,16.7,78.8,20.6,17,186,18,95,1.4
"353","GR4","11/06/2010 09:00",999,3.7,13.4,19.1,45.4,19.8,17,88,15,354,2,"09:00",9,2010-06-11,2010,6,23,"Friday",999,1.2,21.5,23.4,41.4,22.1,17,72,15,84,2.1,998,0.9,17.2,18.6,40.9,15.2,16,37,15,79,2,998,0,14.8,14.8,41.9,14,12,34,15,177,1.8
"354","GR4","11/06/2010 10:00",999,1.2,12.4,14.3,38.9,21.7,16,80,15,32,2,"10:00",10,2010-06-11,2010,6,23,"Friday",999,3.7,13.4,19.1,45.4,19.8,17,88,15,354,2,999,1.2,21.5,23.4,41.4,22.1,17,72,15,84,2.1,998,0.9,17.2,18.6,40.9,15.2,16,37,15,79,2
"355","GR4","11/06/2010 11:00",999,1.6,14.8,17.2,36.9,21.8,15,143,16,72,2.6,"11:00",11,2010-06-11,2010,6,23,"Friday",999,1.2,12.4,14.3,38.9,21.7,16,80,15,32,2,999,3.7,13.4,19.1,45.4,19.8,17,88,15,354,2,999,1.2,21.5,23.4,41.4,22.1,17,72,15,84,2.1
"356","GR4","11/06/2010 12:00",998,1.2,14.3,16.3,41.9,18.5,19,287,18,61,2.3,"12:00",12,2010-06-11,2010,6,23,"Friday",999,1.6,14.8,17.2,36.9,21.8,15,143,16,72,2.6,999,1.2,12.4,14.3,38.9,21.7,16,80,15,32,2,999,3.7,13.4,19.1,45.4,19.8,17,88,15,354,2
"357","GR4","11/06/2010 13:00",998,6.2,22,31.6,41.9,23.8,19,173,18,39,2.8,"13:00",13,2010-06-11,2010,6,23,"Friday",998,1.2,14.3,16.3,41.9,18.5,19,287,18,61,2.3,999,1.6,14.8,17.2,36.9,21.8,15,143,16,72,2.6,999,1.2,12.4,14.3,38.9,21.7,16,80,15,32,2
"358","GR4","11/06/2010 14:00",998,4.1,24.9,31.1,46.4,28.1,21,40,17,70,2.2,"14:00",14,2010-06-11,2010,6,23,"Friday",998,6.2,22,31.6,41.9,23.8,19,173,18,39,2.8,998,1.2,14.3,16.3,41.9,18.5,19,287,18,61,2.3,999,1.6,14.8,17.2,36.9,21.8,15,143,16,72,2.6
"359","GR4","11/06/2010 15:00",998,2.5,23,26.8,48.4,25.3,20,82,16,96,2.3,"15:00",15,2010-06-11,2010,6,23,"Friday",998,4.1,24.9,31.1,46.4,28.1,21,40,17,70,2.2,998,6.2,22,31.6,41.9,23.8,19,173,18,39,2.8,998,1.2,14.3,16.3,41.9,18.5,19,287,18,61,2.3
"360","GR4","11/06/2010 16:00",998,1.9,21,23.9,57.4,24,16,77,16,45,2.5,"16:00",16,2010-06-11,2010,6,23,"Friday",998,2.5,23,26.8,48.4,25.3,20,82,16,96,2.3,998,4.1,24.9,31.1,46.4,28.1,21,40,17,70,2.2,998,6.2,22,31.6,41.9,23.8,19,173,18,39,2.8
"361","GR4","21/06/2010 09:00",1013,9.4,31.1,45.4,54.9,33.4,20,198,11,241,1.6,"09:00",9,2010-06-21,2010,6,25,"Monday",1012,8.7,40.6,54,39.9,33.6,20,143,10,241,1.7,1012,24.9,51.2,89.4,22,36.1,25,105,10,251,1.4,1011,41.8,53.5,117.6,5,34.9,26,79,9,222,1.1
"362","GR4","21/06/2010 10:00",1013,2.2,12.4,15.8,69.8,26.3,17,248,12,206,1.6,"10:00",10,2010-06-21,2010,6,25,"Monday",1013,9.4,31.1,45.4,54.9,33.4,20,198,11,241,1.6,1012,8.7,40.6,54,39.9,33.6,20,143,10,241,1.7,1012,24.9,51.2,89.4,22,36.1,25,105,10,251,1.4
"363","GR4","21/06/2010 11:00",1013,1.2,5.7,7.7,76.3,26.7,18,256,13,172,1.7,"11:00",11,2010-06-21,2010,6,25,"Monday",1013,2.2,12.4,15.8,69.8,26.3,17,248,12,206,1.6,1013,9.4,31.1,45.4,54.9,33.4,20,198,11,241,1.6,1012,8.7,40.6,54,39.9,33.6,20,143,10,241,1.7
"364","GR4","21/06/2010 12:00",1013,1.9,6.7,9.6,73.8,25.7,17,199,13,141,1.5,"12:00",12,2010-06-21,2010,6,25,"Monday",1013,1.2,5.7,7.7,76.3,26.7,18,256,13,172,1.7,1013,2.2,12.4,15.8,69.8,26.3,17,248,12,206,1.6,1013,9.4,31.1,45.4,54.9,33.4,20,198,11,241,1.6
"365","GR4","21/06/2010 13:00",1013,5.3,8.6,16.7,72.3,25.5,18,372,14,191,1.6,"13:00",13,2010-06-21,2010,6,25,"Monday",1013,1.9,6.7,9.6,73.8,25.7,17,199,13,141,1.5,1013,1.2,5.7,7.7,76.3,26.7,18,256,13,172,1.7,1013,2.2,12.4,15.8,69.8,26.3,17,248,12,206,1.6
"366","GR4","21/06/2010 14:00",1013,2.2,10,13.4,69.4,23.9,21,678,16,170,1.7,"14:00",14,2010-06-21,2010,6,25,"Monday",1013,5.3,8.6,16.7,72.3,25.5,18,372,14,191,1.6,1013,1.9,6.7,9.6,73.8,25.7,17,199,13,141,1.5,1013,1.2,5.7,7.7,76.3,26.7,18,256,13,172,1.7
"367","GR4","21/06/2010 15:00",1013,1.2,10.5,12.4,70.3,33.8,18,673,17,289,1.6,"15:00",15,2010-06-21,2010,6,25,"Monday",1013,2.2,10,13.4,69.4,23.9,21,678,16,170,1.7,1013,5.3,8.6,16.7,72.3,25.5,18,372,14,191,1.6,1013,1.9,6.7,9.6,73.8,25.7,17,199,13,141,1.5
"368","GR4","21/06/2010 16:00",1013,1.2,16.3,18.2,66.4,31.7,20,336,16,85,1.6,"16:00",16,2010-06-21,2010,6,25,"Monday",1013,1.2,10.5,12.4,70.3,33.8,18,673,17,289,1.6,1013,2.2,10,13.4,69.4,23.9,21,678,16,170,1.7,1013,5.3,8.6,16.7,72.3,25.5,18,372,14,191,1.6
"369","GR4","22/06/2010 09:00",1014,8.7,26.8,40.2,51.4,30.5,23,368,20,200,1.1,"09:00",9,2010-06-22,2010,6,25,"Tuesday",1014,12.8,35.9,55.5,32.4,27.8,23,201,19,183,0.8,1014,15.3,39.2,62.6,21.5,26.3,20,96,17,166,0.6,1015,10.6,41.1,57.4,16.5,28.8,20,95,14,261,0.3
"370","GR4","22/06/2010 10:00",1014,6.5,27.3,37.3,62.9,33.4,19,546,21,151,1.6,"10:00",10,2010-06-22,2010,6,25,"Tuesday",1014,8.7,26.8,40.2,51.4,30.5,23,368,20,200,1.1,1014,12.8,35.9,55.5,32.4,27.8,23,201,19,183,0.8,1014,15.3,39.2,62.6,21.5,26.3,20,96,17,166,0.6
"371","GR4","22/06/2010 11:00",1014,1.2,13.4,15.3,96.8,29.7,17,417,21,173,1.4,"11:00",11,2010-06-22,2010,6,25,"Tuesday",1014,6.5,27.3,37.3,62.9,33.4,19,546,21,151,1.6,1014,8.7,26.8,40.2,51.4,30.5,23,368,20,200,1.1,1014,12.8,35.9,55.5,32.4,27.8,23,201,19,183,0.8
"372","GR4","22/06/2010 12:00",1014,0.9,6.2,7.7,108.3,30,20,249,21,153,1.3,"12:00",12,2010-06-22,2010,6,25,"Tuesday",1014,1.2,13.4,15.3,96.8,29.7,17,417,21,173,1.4,1014,6.5,27.3,37.3,62.9,33.4,19,546,21,151,1.6,1014,8.7,26.8,40.2,51.4,30.5,23,368,20,200,1.1
"373","GR4","22/06/2010 13:00",1014,2.2,7.2,10.5,97.3,28.9,13,265,21,212,1,"13:00",13,2010-06-22,2010,6,25,"Tuesday",1014,0.9,6.2,7.7,108.3,30,20,249,21,153,1.3,1014,1.2,13.4,15.3,96.8,29.7,17,417,21,173,1.4,1014,6.5,27.3,37.3,62.9,33.4,19,546,21,151,1.6
"374","GR4","22/06/2010 14:00",1014,1.9,6.7,9.6,90.3,20.5,17,383,22,44,1.3,"14:00",14,2010-06-22,2010,6,25,"Tuesday",1014,2.2,7.2,10.5,97.3,28.9,13,265,21,212,1,1014,0.9,6.2,7.7,108.3,30,20,249,21,153,1.3,1014,1.2,13.4,15.3,96.8,29.7,17,417,21,173,1.4
"375","GR4","22/06/2010 15:00",1014,1.2,8.1,10,93.3,17.8,16,450,22,97,1,"15:00",15,2010-06-22,2010,6,25,"Tuesday",1014,1.9,6.7,9.6,90.3,20.5,17,383,22,44,1.3,1014,2.2,7.2,10.5,97.3,28.9,13,265,21,212,1,1014,0.9,6.2,7.7,108.3,30,20,249,21,153,1.3
"376","GR4","22/06/2010 16:00",1014,1.2,7.7,9.6,95.3,17.1,17,178,22,150,0.9,"16:00",16,2010-06-22,2010,6,25,"Tuesday",1014,1.2,8.1,10,93.3,17.8,16,450,22,97,1,1014,1.9,6.7,9.6,90.3,20.5,17,383,22,44,1.3,1014,2.2,7.2,10.5,97.3,28.9,13,265,21,212,1
"377","GR4","23/06/2010 09:00",1015,10.3,39.2,55,64.9,38.6,23,337,20,233,0.9,"09:00",9,2010-06-23,2010,6,25,"Wednesday",1015,10.3,41.6,57.4,40.9,31.7,23,217,18,222,1.1,1015,14.3,48.8,70.8,27.4,33.4,24,150,16,222,1.3,1015,16.8,48.8,74.6,20.5,30.3,25,80,15,228,0.9
"378","GR4","23/06/2010 10:00",1015,7.2,19.1,30.1,84.3,38.1,21,481,22,208,0.9,"10:00",10,2010-06-23,2010,6,25,"Wednesday",1015,10.3,39.2,55,64.9,38.6,23,337,20,233,0.9,1015,10.3,41.6,57.4,40.9,31.7,23,217,18,222,1.1,1015,14.3,48.8,70.8,27.4,33.4,24,150,16,222,1.3
"379","GR4","23/06/2010 11:00",1014,2.5,12.9,16.7,91.8,32,22,495,24,236,1.3,"11:00",11,2010-06-23,2010,6,25,"Wednesday",1015,7.2,19.1,30.1,84.3,38.1,21,481,22,208,0.9,1015,10.3,39.2,55,64.9,38.6,23,337,20,233,0.9,1015,10.3,41.6,57.4,40.9,31.7,23,217,18,222,1.1
