"","Site","Time","NO","NO2","NOX","PM10","PM2.5","SOLR","WDIR","WSPD"
"649","HR1","22/05/2012 17:00",2.2,21.1,24.5,35.6,29,67,59,1.1
"650","HR1","22/05/2012 18:00",0.9,14.9,16.3,32.2,29,67,59,1.1
"651","HR1","22/05/2012 19:00",1.1,21.7,23.3,34.8,28,6,17,1.1
"652","HR1","22/05/2012 20:00",1,27.3,28.9,38.2,36,6,74,1
"653","HR1","22/05/2012 21:00",0.8,15.8,17,32,29,6,112,0.9
"654","HR1","22/05/2012 22:00",0.5,11,11.9,26.7,22,6,64,1.2
"655","HR1","22/05/2012 23:00",0.6,8.3,9.2,24.8,20,6,55,0.9
"656","HR1","23/05/2012 00:00",0.6,5.5,6.5,28,21,6,111,0.9
"657","HR1","23/05/2012 01:00",0.6,6.1,7,28.8,22,6,123,0.6
"658","HR1","23/05/2012 02:00",0.6,8,9,31.2,24,34,141,0.6
"659","HR1","23/05/2012 03:00",1,11.8,13.3,30.2,23,52,34,0.7
"660","HR1","23/05/2012 04:00",1.8,23.5,26.2,32.7,23,52,34,0.7
"661","HR1","28/06/2012 11:00",1.3,10.8,12.7,22.6,11,306,93,1.6
"662","HR1","28/06/2012 12:00",1.4,8,10.1,20.2,17,586,94,1.5
"663","HR1","28/06/2012 13:00",1,7.9,9.4,29.4,16,424,94,1.6
"664","HR1","28/06/2012 14:00",1.8,11.9,14.7,25.7,16,416,92,1.7
"665","HR1","28/06/2012 15:00",1.6,10.6,13,30.5,18,283,104,1.3
"666","HR1","28/06/2012 16:00",1.9,9.7,12.7,33.2,16,154,94,1.4
"667","HR1","28/06/2012 17:00",2.3,9.6,13.2,27.2,12,128,96,1.5
"668","HR1","28/06/2012 18:00",1,9.3,10.9,10.9,0,128,96,1.5
"669","HR1","28/06/2012 19:00",1.1,14.9,16.6,18.2,6,6,100,1.2
"670","HR1","28/06/2012 20:00",0.5,9.4,10.2,5.1,4,6,103,1.2
"671","HR1","28/06/2012 21:00",0.4,6.2,6.8,10.2,7,5,93,1.1
"672","HR1","28/06/2012 22:00",0.4,4.8,5.4,11.8,6,5,99,1.1
"673","HR1","28/06/2012 23:00",0.6,6.8,7.7,18.3,6,5,91,1.2
"674","HR1","29/06/2012 00:00",0.8,7.2,8.5,16,6,5,91,1.4
"675","HR1","29/06/2012 01:00",-0.1,7.6,7.5,18.3,5,5,90,1.7
"676","HR1","29/06/2012 02:00",0.6,6.2,7.1,21,4,6,93,1.6
"677","HR1","29/06/2012 03:00",0.1,4.7,4.9,18.1,4,51,93,1.7
"678","HR1","29/06/2012 04:00",1,6.2,7.7,18.1,5,70,95,1.7
"679","HR1","29/06/2012 05:00",1,10.5,12,17.6,7,109,94,1.9
"680","HR1","29/06/2012 06:00",1.6,11.7,14.1,19.4,6,205,94,1.9
"681","HR1","29/06/2012 07:00",1.6,12.4,14.9,19,7,139,92,1.9
"682","HR1","29/06/2012 08:00",1.3,11.8,13.7,17.6,7,110,94,2.1
"683","HR1","29/06/2012 09:00",1.5,8.8,11,20.9,5,99,93,2.1
"684","HR1","29/06/2012 10:00",1.2,11,12.8,10.4,6,132,93,1.7
"685","HR1","29/06/2012 11:00",2.3,13.3,16.9,11,3,604,97,1.8
"686","HR1","29/06/2012 12:00",2.3,7.4,11,10.7,9,530,101,1.7
"687","HR1","29/06/2012 13:00",0.9,5.1,6.5,19.3,3,737,97,1.5
"688","HR1","29/06/2012 14:00",2,5.4,8.5,16.6,4,315,98,1.8
"689","HR1","29/06/2012 15:00",1,6.6,8.2,13.7,10,212,92,1.7
"690","HR1","29/06/2012 16:00",1.8,8.4,11.2,13.5,8,55,95,1.5
"691","HR1","29/06/2012 17:00",1.3,11.6,13.5,14.2,7,55,93,1.5
"692","HR1","29/06/2012 18:00",1.2,11.3,13.2,12.8,6,37,97,1.5
"693","HR1","29/06/2012 19:00",1,12.4,14,12,6,6,95,1.5
"694","HR1","29/06/2012 20:00",0.4,13.3,13.9,10.4,8,6,95,1.5
"695","HR1","29/06/2012 21:00",0.5,15.8,16.5,15.1,5,6,92,1.5
"696","HR1","29/06/2012 22:00",0.5,14.5,15.2,16.5,14,6,92,1.5
"697","HR1","29/06/2012 23:00",0.8,5.7,6.9,10.1,9,6,91,1.5
"698","HR1","30/06/2012 00:00",0.4,6.5,7.1,12.2,7,6,94,1.5
"699","HR1","30/06/2012 01:00",0.5,3.7,4.4,11.4,6,6,91,1.4
"700","HR1","30/06/2012 02:00",0.6,4.4,5.2,15,6,6,91,1.7
"701","HR1","30/06/2012 03:00",0.5,3,3.8,8.6,3,13,90,1.7
"702","HR1","30/06/2012 04:00",0.5,6.1,6.9,9.9,2,65,92,1.5
"703","HR1","30/06/2012 05:00",1.2,5.7,7.6,7.3,4,83,91,2.1
"704","HR1","30/06/2012 06:00",1.4,5.6,7.8,10.2,5,154,94,1.4
"705","HR1","30/06/2012 07:00",2.1,7.4,10.7,7.8,5,188,101,1.4
"706","HR1","30/06/2012 08:00",1.6,4.4,6.9,4.7,-1,514,101,1.3
"707","HR1","30/06/2012 09:00",1.6,4.1,6.6,10.6,1,288,102,1.2
"708","HR1","30/06/2012 10:00",1.4,5.9,8.1,7.5,5,757,94,2
"709","HR1","30/06/2012 11:00",1.7,6.3,8.9,8.7,5,695,96,1.6
"710","HR1","30/06/2012 12:00",1.4,4.3,6.5,12.7,5,735,96,1.7
"711","HR1","30/06/2012 13:00",1,4.3,5.8,12.6,7,510,102,1.4
"712","HR1","30/06/2012 14:00",0.8,3.4,4.6,14.1,3,640,104,1.3
"713","HR1","30/06/2012 15:00",1,4.1,5.6,12.3,10,375,98,1.5
"714","HR1","30/06/2012 16:00",1,4.4,5.9,15,8,234,103,1.7
"715","HR1","30/06/2012 17:00",0.7,4.8,5.8,12.4,2,99,92,1.5
"716","HR1","30/06/2012 18:00",1,10.2,11.8,15,2,26,101,1.2
"717","HR1","30/06/2012 19:00",0.6,7.5,8.4,12.2,7,5,105,1.1
"718","HR1","30/06/2012 20:00",0.5,13.1,13.9,14.8,3,6,94,1
"719","HR1","30/06/2012 21:00",0.8,13.6,14.9,13,3,5,99,1.1
"720","HR1","30/06/2012 22:00",0.4,13.6,14.3,13.7,3,6,93,0.7
"721","HR1","30/06/2012 23:00",0.2,3.8,4.1,13,6,5,106,0.8
"722","HR1","01/07/2012 00:00",0.7,5.1,6.2,9.9,9,5,95,0.8
"723","HR1","01/07/2012 01:00",0.5,4.9,5.7,13,4,5,99,0.8
"724","HR1","01/07/2012 02:00",1,4,5.5,9,3,6,101,0.7
"725","HR1","01/07/2012 03:00",1.3,4.2,6.2,8.9,5,45,107,0.7
"726","HR1","01/07/2012 04:00",0.4,2.7,3.4,6.3,2,177,101,0.9
"727","HR1","01/07/2012 05:00",0.8,3.8,5.1,9.3,6,309,101,1
"728","HR1","01/07/2012 06:00",1,2.9,4.5,11.9,2,486,98,1.1
"729","HR1","01/07/2012 07:00",0.8,1,2.3,13.7,-1,258,111,0.9
"730","HR1","01/07/2012 08:00",0.4,1.4,2.1,12.3,2,634,97,1.3
"731","HR1","01/07/2012 09:00",1.1,2,3.7,12.1,1,220,109,1.1
"732","HR1","01/07/2012 10:00",1,2.6,4.1,9.1,5,582,109,1.1
"733","HR1","01/07/2012 11:00",1.2,0.7,2.5,0.2,1,570,109,1.2
"734","HR1","01/07/2012 12:00",1,1.4,2.9,3.9,0,472,117,1
"735","HR1","01/07/2012 13:00",0.5,2.2,3,7.6,7,102,128,1
"736","HR1","01/07/2012 14:00",0.7,2.6,3.6,3.9,6,474,107,1
"737","HR1","01/07/2012 15:00",0.2,2,2.3,10.6,6,199,120,0.9
"738","HR1","01/07/2012 16:00",0.6,0.4,1.3,11.6,7,258,95,1
"739","HR1","01/07/2012 17:00",1.3,4,5.9,12.9,4,138,97,1.1
"740","HR1","01/07/2012 18:00",0.9,6.2,7.6,12.9,3,28,99,1
"741","HR1","01/07/2012 19:00",0.9,5.3,6.7,12.5,2,5,96,0.8
"742","HR1","01/07/2012 20:00",0.6,12.1,13.1,14.6,3,6,94,1.5
"743","HR1","01/07/2012 21:00",0.7,19.6,20.6,17.5,8,5,94,1.3
"744","HR1","01/07/2012 22:00",0.4,10.4,11,17.4,0,5,92,1.3
"745","HR1","01/07/2012 23:00",0.6,7.5,8.4,20.2,7,5,92,1.5
"746","HR1","02/07/2012 00:00",-0.2,6.2,5.9,20.7,6,6,90,1.2
"747","HR1","02/07/2012 01:00",0.2,4.9,5.2,19.8,8,6,91,0.9
"748","HR1","02/07/2012 02:00",0.3,7.3,7.7,19.6,8,6,90,1.1
"749","HR1","02/07/2012 03:00",0.7,8.6,9.7,20,4,59,88,1.5
"750","HR1","02/07/2012 04:00",1.2,12.8,14.5,15.5,4,90,88,1.8
"751","HR1","02/07/2012 05:00",3,20.1,24.7,18.3,6,59,90,1.9
"752","HR1","02/07/2012 06:00",1.9,17.3,20.3,16.3,5,107,90,1.7
"753","HR1","02/07/2012 07:00",3.5,21.9,27.3,19.3,7,135,94,1.2
"754","HR1","02/07/2012 08:00",3.9,20,26.1,13.6,1,286,90,1.6
"755","HR1","02/07/2012 09:00",4.2,13.2,19.6,10.8,0,272,82,1.9
"756","HR1","02/07/2012 10:00",4.7,16.5,23.6,17,4,361,91,2.4
"757","HR1","02/07/2012 11:00",1.8,6.9,9.7,13.3,6,325,91,2.5
"758","HR1","02/07/2012 12:00",0.9,3.6,4.9,11.2,6,90,91,2.1
"759","HR1","02/07/2012 13:00",1,8.1,9.6,12.7,6,99,91,2
"760","HR1","02/07/2012 14:00",1.2,10.4,12.1,9.5,2,111,90,1.7
"761","HR1","02/07/2012 15:00",1.5,13,15.3,10.7,5,56,91,1.6
"762","HR1","02/07/2012 16:00",1.9,19.1,21.9,8,5,65,91,1.7
"763","HR1","02/07/2012 17:00",1.7,17.7,20.4,5.7,4,17,91,1.6
"764","HR1","02/07/2012 18:00",0.7,17.6,18.7,4.8,7,16,92,1.5
"765","HR1","02/07/2012 19:00",1,16.5,18.1,6.9,2,6,91,1.7
"766","HR1","02/07/2012 20:00",0.7,12.6,13.7,7,4,6,91,1.4
"767","HR1","02/07/2012 21:00",0.6,10.5,11.5,6.4,4,6,93,1.4
"768","HR1","02/07/2012 22:00",0.7,8.5,9.6,6.3,3,6,90,1.2
"769","HR1","02/07/2012 23:00",0.4,7.2,7.9,7.1,4,6,94,1
"770","HR1","03/07/2012 00:00",0.6,6.8,7.7,6.3,3,6,90,1.4
"771","HR1","03/07/2012 01:00",0.5,4.3,5,6.2,4,6,91,1.2
"772","HR1","03/07/2012 02:00",0.7,4.2,5.3,6.1,10,6,89,1.1
"773","HR1","03/07/2012 03:00",0.7,5.2,6.3,6.4,5,15,91,1.1
"774","HR1","03/07/2012 04:00",0.8,9,10.3,6.3,4,8,91,1.2
"775","HR1","03/07/2012 05:00",1.8,19.3,22.1,7,3,52,88,1.3
"776","HR1","03/07/2012 06:00",4.6,23.4,30.5,7.1,-4,133,90,1.5
"777","HR1","03/07/2012 07:00",5.7,20.1,28.9,8.8,6,84,93,1.4
"778","HR1","03/07/2012 19:00",1.1,22.9,24.6,10.1,5,6,80,1.1
"779","HR1","03/07/2012 20:00",0.7,30.8,31.8,12.3,6,6,87,1.3
"780","HR1","03/07/2012 21:00",0.3,19.5,20,11.2,5,6,83,1.2
"781","HR1","03/07/2012 22:00",0.2,16.8,17.1,12.3,6,5,80,1.2
"782","HR1","03/07/2012 23:00",0.6,16.8,17.7,12.1,6,6,83,1.2
"783","HR1","04/07/2012 00:00",0,16,16,11.3,6,5,82,1.2
"784","HR1","04/07/2012 01:00",0.7,7.2,8.3,11.9,6,5,83,1.2
"785","HR1","04/07/2012 02:00",0.4,5.8,6.5,6.2,3,10,82,1.1
"786","HR1","04/07/2012 03:00",0.7,7.2,8.4,4.6,2,27,83,1.1
"787","HR1","04/07/2012 04:00",0.5,11.5,12.3,5.6,1,45,83,1.2
"788","HR1","04/07/2012 05:00",1.8,18.3,21.1,6.6,1,117,87,1.5
"789","HR1","04/07/2012 06:00",5.2,24.2,32.2,6.5,3,126,86,1.3
"790","HR1","04/07/2012 07:00",8,23.2,35.5,8.3,2,105,84,1.5
"791","HR1","04/07/2012 08:00",6.7,17.9,28.1,7.6,2,325,97,1.1
"792","HR1","04/07/2012 09:00",6.7,15.1,25.3,6.2,3,569,93,1.6
"793","HR1","04/07/2012 10:00",3.8,9.2,15,7.8,0,154,87,1.5
"794","HR1","04/07/2012 11:00",4,5.9,12.1,2.8,3,419,88,1.8
"795","HR1","04/07/2012 12:00",3.4,7.4,12.6,6.5,2,398,90,1.9
"796","HR1","04/07/2012 13:00",2.8,5.3,9.6,9,2,398,90,1.9
"797","HR1","04/07/2012 14:00",3,6.5,11,4.7,0,195,93,1.3
"798","HR1","04/07/2012 15:00",1.7,6.5,9.1,8,1,190,93,1.4
"799","HR1","04/07/2012 16:00",2.4,6.7,10.4,8.9,2,52,87,1.7
"800","HR1","04/07/2012 17:00",1.8,7.9,10.7,10.2,2,27,90,1.5
"801","HR1","04/07/2012 19:00",1.1,14.9,16.6,11.9,5,6,93,1.2
"802","HR1","04/07/2012 20:00",0.9,11.6,13,9.8,5,6,93,0.7
"803","HR1","04/07/2012 21:00",0.7,10.1,11.2,11,4,6,91,0.5
"804","HR1","04/07/2012 22:00",0.1,10.1,10.2,11.4,5,6,97,0.5
"805","HR1","04/07/2012 23:00",0.4,12.8,13.5,12.1,5,6,105,0.5
"806","HR1","05/07/2012 00:00",1,12.2,13.8,11.9,6,6,85,0.4
"807","HR1","05/07/2012 01:00",0.7,11.3,12.4,9.1,4,6,100,0.4
"808","HR1","05/07/2012 02:00",1.2,7.5,9.2,10.1,4,6,113,0.4
"809","HR1","05/07/2012 03:00",1.3,9.4,11.4,16.9,6,6,113,0.4
"810","HR1","05/07/2012 04:00",1.3,10.8,12.8,15,6,33,107,0.5
"811","HR1","05/07/2012 05:00",2.3,12,15.6,10,7,380,147,0.8
"812","HR1","05/07/2012 06:00",3.1,9.5,14.2,11.8,1,438,43,0.8
"813","HR1","05/07/2012 07:00",4.2,12.7,19.2,8.4,3,386,30,0.9
"814","HR1","05/07/2012 08:00",4.1,10.4,16.8,14,4,402,62,0.7
"815","HR1","05/07/2012 09:00",4.5,13.6,20.4,12,4,212,38,0.7
"816","HR1","05/07/2012 10:00",5.5,16.2,24.7,10.6,6,466,62,0.8
"817","HR1","05/07/2012 11:00",8.4,26.6,39.4,15.2,6,444,114,0.6
"818","HR1","05/07/2012 12:00",10.7,37.2,53.6,16.7,9,483,108,0.7
"819","HR1","05/07/2012 13:00",14.1,36.4,58,17,10,161,95,0.9
"820","HR1","05/07/2012 14:00",5.6,28.9,37.6,17.8,7,303,87,1.3
"821","HR1","05/07/2012 15:00",2,15.8,18.9,12.1,6,126,89,1.3
"822","HR1","05/07/2012 16:00",1.3,11.8,13.8,14.9,8,78,94,1.2
"823","HR1","05/07/2012 17:00",1,12.6,14.2,11.7,4,57,92,1.3
"824","HR1","05/07/2012 18:00",0.5,13.3,14.1,16.5,7,57,92,1.3
"825","HR1","05/07/2012 19:00",0.8,18.9,20.2,19.1,7,6,93,0.8
"826","HR1","05/07/2012 20:00",0.4,26.1,26.7,14,10,6,93,0.7
"827","HR1","05/07/2012 21:00",0.4,23.2,23.8,18,7,6,95,0.7
"828","HR1","05/07/2012 22:00",0.7,24.5,25.5,16.7,8,6,93,0.8
"829","HR1","05/07/2012 23:00",0.8,31.2,32.4,17.1,9,6,87,0.7
"830","HR1","06/07/2012 00:00",0.5,26.5,27.3,17.1,10,6,98,0.5
"831","HR1","06/07/2012 01:00",1.2,23.2,25.1,18.6,11,6,96,0.4
"832","HR1","06/07/2012 02:00",2.2,19.9,23.2,16.6,9,13,111,0.4
"833","HR1","06/07/2012 03:00",2.2,20.1,23.6,15.2,11,23,117,0.3
"834","HR1","06/07/2012 04:00",6,20.3,29.5,15.7,8,23,117,0.3
"835","HR1","06/07/2012 05:00",2.9,23.3,27.8,17.3,10,91,109,0.5
"836","HR1","06/07/2012 06:00",6.9,24.3,35,13.9,9,67,94,0.8
"837","HR1","06/07/2012 07:00",19.8,40.6,71,20.2,12,72,96,0.8
"838","HR1","06/07/2012 08:00",16.2,38.2,62.9,20.7,16,134,95,0.8
"839","HR1","06/07/2012 09:00",22.6,39,73.7,23.6,15,194,93,1.1
"840","HR1","06/07/2012 10:00",18.7,38.5,67.2,24.6,14,149,92,1.5
"841","HR1","06/07/2012 11:00",7.1,25.2,36,13.6,9,104,91,1
"842","HR1","06/07/2012 12:00",5.8,26.1,35,17.2,7,154,94,1.1
"843","HR1","06/07/2012 13:00",5.1,20.5,28.3,16.7,10,326,94,1.3
"844","HR1","06/07/2012 14:00",3.5,14.3,19.7,12.5,7,472,92,1.4
"845","HR1","06/07/2012 15:00",3.2,9.3,14.2,11.1,2,383,89,1.3
"846","HR1","06/07/2012 16:00",1.8,11.6,14.3,9.1,3,249,99,0.9
"847","HR1","06/07/2012 17:00",2.3,13.6,17.1,6.9,2,40,99,0.8
"848","HR1","06/07/2012 18:00",1.7,20.7,23.2,13,5,24,96,0.8
"849","HR1","06/07/2012 19:00",1.1,24.8,26.5,13.9,9,6,86,0.8
"850","HR1","06/07/2012 20:00",1.2,28.2,30.1,14.2,10,6,90,1.3
"851","HR1","06/07/2012 21:00",0.5,24.8,25.6,13.4,8,6,92,0.7
"852","HR1","06/07/2012 22:00",0.7,19.1,20.2,11,8,6,73,0.7
"853","HR1","06/07/2012 23:00",1.1,17.9,19.6,12.6,7,6,73,0.9
"854","HR1","07/07/2012 00:00",1,20,21.6,12,7,6,70,0.9
"855","HR1","07/07/2012 01:00",0.4,15,15.6,11.7,8,6,40,0.5
"856","HR1","07/07/2012 02:00",1,17.6,19.1,12.9,6,6,62,0.7
"857","HR1","07/07/2012 03:00",0.6,17.5,18.4,13.8,9,35,72,0.8
"858","HR1","07/07/2012 04:00",1.3,10.3,12.2,15.2,8,162,70,0.9
"859","HR1","07/07/2012 05:00",1.9,11.5,14.3,13.7,9,131,68,1.1
"860","HR1","07/07/2012 06:00",1.9,13.9,16.8,13,6,68,84,1.2
"861","HR1","07/07/2012 07:00",1.6,11.5,13.8,12.7,5,305,74,1.1
"862","HR1","07/07/2012 08:00",2.3,9.7,13.2,12.8,5,356,78,1.1
"863","HR1","07/07/2012 09:00",2.3,10.1,13.6,11.6,5,697,89,1.9
"864","HR1","07/07/2012 10:00",2.3,8.5,12,11.1,6,623,81,1.9
"865","HR1","07/07/2012 11:00",2.3,7.9,11.5,7.2,6,402,78,1.9
"866","HR1","07/07/2012 12:00",2,8.8,11.9,12.4,2,428,80,2.2
"867","HR1","07/07/2012 13:00",1.9,5.7,8.6,6.3,1,271,76,1.6
"868","HR1","07/07/2012 14:00",1.3,7.1,9.1,7.5,2,345,77,1.6
"869","HR1","07/07/2012 15:00",1.3,5.2,7.2,6.8,0,177,86,1.4
"870","HR1","07/07/2012 16:00",0.7,7.5,8.6,8.9,3,85,82,1.3
"871","HR1","07/07/2012 17:00",1.1,7.5,9.1,7.3,6,48,74,1.5
"872","HR1","07/07/2012 18:00",0.8,9.8,10.9,9.6,3,15,64,0.7
"873","HR1","07/07/2012 19:00",0.6,13.6,14.5,11.7,3,6,78,0.8
"874","HR1","07/07/2012 20:00",0.6,17.4,18.3,7.3,4,6,61,0.5
"875","HR1","07/07/2012 21:00",0.4,20.6,21.2,8.1,4,6,37,0.6
"876","HR1","07/07/2012 22:00",0.8,22.9,24.1,10.4,5,6,35,1.2
"877","HR1","07/07/2012 23:00",1,25.6,27.2,8.2,4,6,49,0.6
"878","HR1","08/07/2012 00:00",0.7,24.8,25.9,12.3,6,6,20,0.9
"879","HR1","08/07/2012 01:00",0.7,13,14,8.6,6,6,19,1.1
"880","HR1","08/07/2012 02:00",0.2,9.4,9.7,7.4,5,12,18,1.1
"881","HR1","08/07/2012 05:00",0.7,9,10.1,5.1,1,70,32,1.1
"882","HR1","08/07/2012 06:00",1.1,7.6,9.3,6,2,284,74,1.1
"883","HR1","08/07/2012 07:00",1,6,7.5,4.3,2,173,135,1.1
"884","HR1","08/07/2012 08:00",1.8,5,7.7,8.5,4,225,126,1.2
"885","HR1","08/07/2012 09:00",0.8,4.7,5.9,6.1,5,542,145,0.9
"886","HR1","08/07/2012 10:00",1.4,5.4,7.5,8.4,5,608,54,1.2
"887","HR1","08/07/2012 11:00",1.9,5.6,8.5,9.4,7,863,142,1.1
"888","HR1","08/07/2012 12:00",1.3,4.6,6.5,12.8,8,124,23,1.4
"889","HR1","08/07/2012 13:00",1.5,3.3,5.7,13,9,231,66,0.5
"890","HR1","08/07/2012 14:00",0.6,5.3,6.3,13.5,7,54,138,0.5
"891","HR1","08/07/2012 15:00",1.5,8.7,11,15.1,7,336,146,0.6
"892","HR1","08/07/2012 16:00",1.4,11.9,14,16.8,9,66,131,0.4
"893","HR1","08/07/2012 17:00",2.6,11.7,15.6,10.5,6,19,111,0.4
"894","HR1","08/07/2012 18:00",1.5,12.5,14.8,10.1,5,6,97,0.5
"895","HR1","08/07/2012 19:00",2,19.7,22.7,14.9,6,6,97,0.5
"896","HR1","08/07/2012 20:00",2.1,21.9,25.2,15.2,10,6,112,0.4
"897","HR1","08/07/2012 21:00",1.8,34.1,36.9,18.1,12,6,98,0.5
"898","HR1","08/07/2012 22:00",13.1,65.7,85.8,16.3,12,6,111,0.4
"899","HR1","08/07/2012 23:00",5.9,39.9,48.9,18.6,11,6,99,0.5
"900","HR1","09/07/2012 00:00",4.6,26.6,33.6,18,12,6,120,0.5
"901","HR1","09/07/2012 01:00",1,11,12.5,23.4,14,6,97,0.5
"902","HR1","09/07/2012 02:00",0.5,6.6,7.3,24,14,11,107,0.5
"903","HR1","09/07/2012 03:00",0.9,5.1,6.5,21.7,14,16,104,0.5
"904","HR1","09/07/2012 04:00",0.6,8.2,9.2,19.4,12,30,132,0.7
"905","HR1","09/07/2012 05:00",1.8,11.7,14.5,15.9,12,43,134,0.6
"906","HR1","09/07/2012 06:00",1.7,12.9,15.4,10.1,8,116,139,0.6
"907","HR1","09/07/2012 07:00",2.3,16.8,20.4,8.2,4,184,113,0.5
"908","HR1","09/07/2012 08:00",1.9,11.3,14.3,7.8,2,122,132,0.6
"909","HR1","09/07/2012 09:00",3.2,11.2,16,9.8,3,122,132,0.6
"910","HR1","09/07/2012 10:00",5,16.1,23.8,85.2,59,267,107,0.6
"911","HR1","09/07/2012 11:00",2.7,9.1,13.3,7.7,4,247,116,0.6
"912","HR1","09/07/2012 12:00",2.7,10.5,14.6,7.1,4,292,109,0.6
"913","HR1","09/07/2012 13:00",1.9,6.5,9.4,5.8,3,154,121,0.6
"914","HR1","09/07/2012 14:00",2,8.6,11.6,7.3,1,62,122,0.7
"915","HR1","09/07/2012 15:00",2.1,11.7,15,9,3,76,104,0.6
"916","HR1","09/07/2012 16:00",1.5,10.4,12.7,9.5,2,28,98,0.7
"917","HR1","09/07/2012 17:00",1.5,13.1,15.4,7.6,2,13,92,0.6
"918","HR1","09/07/2012 18:00",1.3,12.3,14.3,12.6,3,5,103,0.4
"919","HR1","09/07/2012 19:00",1.2,20,21.9,9.1,4,6,101,0.6
"920","HR1","09/07/2012 20:00",1.2,26.8,28.7,11.7,6,6,105,0.5
"921","HR1","09/07/2012 21:00",0.8,15.5,16.8,10.3,4,5,101,0.5
"922","HR1","09/07/2012 22:00",0.7,8.1,9.2,8.6,2,5,112,0.5
"923","HR1","09/07/2012 23:00",1.8,14.6,17.4,13.1,3,5,112,0.5
"924","HR1","10/07/2012 00:00",0.7,10.8,11.8,15.4,7,6,93,0.6
"925","HR1","10/07/2012 01:00",0.2,8.4,8.7,17.9,11,6,94,0.6
"926","HR1","10/07/2012 02:00",1.4,7.7,9.8,18.2,8,33,108,0.4
"927","HR1","10/07/2012 03:00",1,12.1,13.7,19.9,12,39,114,0.5
"928","HR1","10/07/2012 04:00",1.7,8.6,11.1,12.5,8,39,114,0.5
"929","HR1","10/07/2012 05:00",2.6,9.3,13.4,9.6,1,186,108,0.7
"930","HR1","10/07/2012 06:00",3.1,12.4,17.1,9.7,1,273,113,0.7
"931","HR1","10/07/2012 07:00",3.3,14.5,19.6,11.3,3,381,104,0.7
"932","HR1","10/07/2012 08:00",3.7,12.5,18.2,9.7,1,476,112,0.8
"933","HR1","10/07/2012 09:00",3.4,10,15.3,11.9,5,375,101,0.8
"934","HR1","10/07/2012 10:00",2.3,6.4,10,10.2,6,652,99,1.4
"935","HR1","10/07/2012 11:00",2.4,7.8,11.4,11.1,2,654,94,1.1
"936","HR1","10/07/2012 12:00",4.1,10.9,17.1,13.8,5,124,97,1
"937","HR1","10/07/2012 13:00",3.5,11.5,16.9,11.3,3,102,100,1.1
"938","HR1","10/07/2012 14:00",2.8,13,17.3,8.3,5,349,99,0.8
"939","HR1","10/07/2012 15:00",4.1,19.2,25.4,10.6,5,117,106,0.7
"940","HR1","10/07/2012 16:00",3.1,12.7,17.6,6.8,5,96,143,0.9
"941","HR1","10/07/2012 17:00",2.8,14.6,18.9,10.4,5,16,139,0.7
"942","HR1","10/07/2012 18:00",1.2,10.2,12.1,9.4,6,5,144,0.9
"943","HR1","10/07/2012 19:00",1,11.2,12.7,7.4,1,5,144,0.9
"944","HR1","10/07/2012 20:00",0.6,7.4,8.2,4,2,5,133,0.5
"945","HR1","10/07/2012 21:00",0.6,6.5,7.4,6.3,3,6,115,0.4
"946","HR1","10/07/2012 22:00",0.4,8.5,9.1,8.4,3,5,110,0.4
"947","HR1","10/07/2012 23:00",2.2,12.3,15.8,9.1,4,5,102,0.4
"948","HR1","11/07/2012 00:00",2.8,11.7,16,9.4,2,6,102,0.5
"949","HR1","11/07/2012 01:00",1.9,15.7,18.7,12.3,3,5,114,0.6
"950","HR1","11/07/2012 02:00",1.3,11.7,13.7,12.8,4,22,98,0.6
"951","HR1","11/07/2012 03:00",1.2,7.4,9.2,9,5,52,112,0.6
"952","HR1","11/07/2012 04:00",0.9,6,7.4,11.6,3,52,112,0.6
"953","HR1","11/07/2012 05:00",1.5,7.6,10,10.7,6,450,116,0.7
"954","HR1","11/07/2012 06:00",3.7,9.9,15.6,8.8,6,289,137,1
"955","HR1","11/07/2012 07:00",4.8,9.5,16.9,10.6,4,674,127,1
"956","HR1","11/07/2012 08:00",3.2,8.8,13.7,8.6,4,497,144,1
"957","HR1","11/07/2012 09:00",4.7,10.4,17.6,10.7,4,936,106,1.1
"958","HR1","11/07/2012 10:00",2.2,4.7,8.1,8.4,4,741,144,1.3
"959","HR1","11/07/2012 11:00",1.2,2.7,4.6,5,4,450,148,1.4
"960","HR1","11/07/2012 12:00",1.4,2.4,4.5,6.4,1,205,149,1.5
"961","HR1","11/07/2012 13:00",1,2.6,4.1,10.7,-2,444,135,0.9
"962","HR1","11/07/2012 14:00",1.2,3.8,5.6,6.1,0,302,139,0.9
"963","HR1","11/07/2012 15:00",1.8,4.4,7.2,4.6,1,45,145,0.8
"964","HR1","11/07/2012 16:00",1.4,9,11.1,7.9,2,60,141,0.8
"965","HR1","11/07/2012 17:00",1.5,12.1,14.3,10.8,1,30,143,0.6
"966","HR1","11/07/2012 18:00",1.8,17.8,20.6,7.7,1,30,143,0.6
"967","HR1","11/07/2012 19:00",2.8,18.4,22.7,9.1,3,5,101,0.5
"968","HR1","11/07/2012 20:00",1.7,21.3,23.8,7.3,4,5,110,0.4
"969","HR1","11/07/2012 21:00",2.6,21.2,25.2,6,4,5,142,0.8
"970","HR1","11/07/2012 22:00",0.8,15.8,17,6.6,1,5,125,0.4
"971","HR1","11/07/2012 23:00",1.3,14.8,16.9,6.9,1,5,131,0.8
"972","HR1","12/07/2012 00:00",0.4,6.3,6.9,6.7,4,5,132,0.7
